Código Unico,Tipo de Sitio HISPAM,Nombre Sitio,Departamento,Provincia,Distrito,Direccion,TIPO DE ZONA,Zona,L/R,Atención Incidencias,Latitud,Longitud,Observación,nueva segmentación comercial,"Nemónico 
(Código único)"
LI00026,B_3,TAYACAJA 2,LIMA,LIMA,LIMA,"Jr. Huancavelica frente al predio # 692 esquina Jr. Cañete cdra 03. Distrito de Lima. /JR. HUANCAVELICA FRENTE AL PREDIO #692 ESQUINA JR. CAÑETE CDRA. 03
",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.04456,-77.03826,,Black,LI00026
LI00217,B_3,TAYACAJA 3,LIMA,LIMA,LIMA,"Jr. Tayacaja cdra 05 esquina Jr. Huancavelica cdra 09. Distrito de Lima. 
",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.04303,-77.04079,,Black,LI00217
AR00258,B_1,TECSUP AQP,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,Cl. 01 Mz. C Lte. 5 Urb. Residencial Monterrico,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.431847,-71.519397,,Oro,AR00258
LI00812,B_3,TEJADA ALTA 1,LIMA,LIMA,BARRANCO,El poste esta ubicado Av. El Sol # 540 / Enrique Barrón cdra 3 ,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.13930716,-77.018776,,Black,LI00812
LI01048,B_3,TEJADA ALTA 2,LIMA,LIMA,BARRANCO,El poste esta ubicado en _Enrique del Campo Cdra. 1 / Rosendo Vidaurre Cdra 4,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.137355,-77.018287,,Black,LI01048
LI01049,B_3,TEJADA ALTA 3,LIMA,LIMA,BARRANCO,El poste esta ubicado en Julio Winder(o Catalino Miranda) # 288 / Progreso,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.138421,-77.014749,,Black,LI01049
12_CLIENTES_096,B2B,TELEFONICA INTERNACIONAL WHOLESALE,LIMA,LIMA,0,AV. REPUBLICA DE PANAMA 3940,NO URBANO,Zona 2,LIMA,BAJO DEMANDA,-6.79959,-79.83767,,Black,12_CLIENTES_096
JU00041,B_2,TELLO,JUNIN,HUANCAYO,EL TAMBO,JR. JULIO C.TELLO 464,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.0592762,-75.2153917,,Oro,JU00041
JU00558,B_2,TELLO_HUANCAV,JUNIN,HUANCAYO,EL TAMBO,JR. JULIO C TELLO Nª 960,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.06189,-75.21944,,Oro,JU00558
12_CLIENTES_097,B2B,TELMEX - EX ATT (CHIMBOTE),ANCASH,SANTA,0,AV. JOSÉ GÁLVEZ ESQ AV. BOLOGNESI - CHIMBOTE,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-4.932087,-80.340281,,,12_CLIENTES_097
12_CLIENTES_100,B2B,TELMEX - TACNA,TACNA,TACNA,0,JR. FRANCISCO DE ZELA,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-12.025335,-75.223226,,,12_CLIENTES_100
12_CLIENTES_101,B2B,TELMEX (CAJAMARCA),CAJAMARCA,CAJAMARCA,0,JR. SAN MARTÍN 340 - CAJAMARCA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-13.94512,-72.17561,,,12_CLIENTES_101
12_CLIENTES_102,B2B,TELMEX (ICA),ICA,ICA,0,S/N,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-4.91797222,-80.33927778,,,12_CLIENTES_102
12_CLIENTES_104,B2B,TELMEX (JULIACA),PUNO,JULIACA,0,"JULIACA, PUNO",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-12.59409,-69.19449,,,12_CLIENTES_104
12_CLIENTES_105,B2B,TELMEX (LOCAL TDP EN VILLA EL SALVADOR),LIMA,LIMA,0,AV. EL SOL (FRENTE A RIPLEY) AL COSTADO DE TELMEX VILLA EL SALVADOR,NO URBANO,Zona 2,LIMA,BAJO DEMANDA,-5.29229,-79.15854,,Oro,12_CLIENTES_105
12_CLIENTES_106,B2B,TELMEX (WASHINTON),LIMA,LIMA,0,JR. WASHINGTON 1361 - LIMA,NO URBANO,Zona 1,LIMA,BAJO DEMANDA,,,,Black,12_CLIENTES_106
CA00493,D_2,TEMBLADERA URA,CAJAMARCA,CONTUMAZA,YONAN, LIBERTAD N° 100 / JR. JUNIN,NO URBANO,Zona 1,REGIONES,FEE,-7.25280556,-79.13116667,,Abandonar,CA00493
LA00511,B_1,TEMPON BAJO,LAMBAYEQUE,LAMBAYEQUE,SALAS,"CC.PP TEMPON BAJO, COMUNIDAD SAN FRANCISCO DE ASIS",NO URBANO,Zona 1,REGIONES,FEE,-6.28662950213022,-79.6572434882613,Sitio_FITEL,Abandonar,LA00511
LI01651,B_2,TENAUD CLARO,LIMA,LIMA,MIRAFLORES,CARLOS TENAUD 255,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.10753,-77.03033,,Black,LI01651
PI00075,B_2,TEODORO BRICEÑO,PIURA,MORROPON,CHULUCANAS,Calle Zoraida Chuman Nro. 172,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-5.101455,-80.170794,,Clásico,PI00075
LA00512,B_2,TEPO,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PREDIO HUAQUE - VALLE CHANCAY - SECTOR TEPO,NO URBANO,Zona 1,REGIONES,FEE,-6.52497,-79.88062,Sitio_FITEL,Abandonar,LA00512
PI00156,B_2,TERELA,PIURA,PIURA,CASTILLA,CASERIO TERELA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.086375,-80.59348,,Clásico,PI00156
AN00250,B_2,TERESA DE CALCUTA,ANCASH,SANTA,NUEVO CHIMBOTE,"MZ A LT 8 AAHH TERESA DE CALCUTA (-78°30´15.64"" O -9°8´33.41""S)",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.142614,-78.504344,,Clásico,AN00250
SM00028,B_2,TERMALES,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,JR. CARRETERA BAÑOS TERMALES S/N ,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-6.07068,-76.9741,,Oro,SM00028
TA00053,B_2,TERMINAL,TACNA,TACNA,TACNA,CC. EL TRIANGULO MZ A LOTE 5- TACNA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-18.0038,-70.25553,,Oro,TA00053
AN00125,B_2,TERMINAL CHIMBOTE,ANCASH,SANTA,CHIMBOTE,LA PERLA - TRES CABEZAS BAJO,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.10099,-78.55455,,Oro,AN00125
CU00073,B_2,TERMINAL CUSCO,CUSCO,CUSCO,WANCHAQ,"AV. LA COSTANERA C-2, PUEBLO JOVEN SIMÓN HERRERA FARFÁN",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-13.53429,-71.9646,,Clásico,CU00073
LI04031,B_2,TERMINAL FIORI,LIMA,LIMA,SAN MARTIN DE PORRES,Av.Tomas Valle cdra 5 con Av.Alfredo Mendiola cdra 17.,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.00869,-77.0619,,Oro,LI04031
IC00116,B_2,TERMINAL ICA,ICA,ICA,ICA,Calle Salaverry N° 361,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-14.063137,-75.731565,,Oro,IC00116
MO00023,B_3,TERMINAL MOQUEGUA,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Daniel Becerra Ocampo MZA   LT 34   Mariscal Nieto Moquegua,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.1919,-70.9469,,Oro,MO00023
LI00893,B_2,TERMINAL PLAZA NORTE,LIMA,LIMA,INDEPENDENCIA,CENTRO COMERCIAL LIMA PLAZA NORTE - CRUCE AV. TOMAS VALLE CON PANAMERICANA NORTE (FRENTE A TERMINAL TERRESTRE FIORI),URBANO LIMA,Zona 3,LIMA,FEE,-12.0054706,-77.0553196,,Clásico,LI00893
PI00140,B_3,TERMINAL SECHURA,PIURA,SECHURA,SECHURA,AAHH MICAELA BASTIDAS 2 ETAPA MZ A LT 28,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-5.56153,-80.8155,,Clásico,PI00140
LI00131,B_2,TERRAZAS PAMPLONA,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PUEBLO JOVEN PAMPLONA ALTA Mz. A Lt. 17  - SAN JUAN DE MIRAFLORES,URBANO LIMA,Zona 2,LIMA,FEE,-12.131412,-76.95884,,Oro,LI00131
12_CLIENTES_108,B2B,TESAM PERU S.A (GLOBAL STAR),LIMA,LIMA,0,MZ.A LT.9-10 CENTRO INDUSTRIAL LAS PRADERAS DE LURIN - LURIN,NO URBANO,Zona 2,LIMA,BAJO DEMANDA,-6.48881,-76.37245,,Clásico,12_CLIENTES_108
AR00254,B_2,TEXAS 2000,AREQUIPA,AREQUIPA,PAUCARPATA,AA.HH ASOCIACION PRO - VIVIENDA NUEVA ALBORADA MZ. Y LT 04 - PAUCARPATA - AREQUIPA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.436007,-71.489235,,Clásico,AR00254
LI04606,B_1,Thor_FZ,LIMA,LIMA,LOS OLIVOS,AAHH SAN MARTIN DE PORRES MZ 197 LT 25,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.96223,-77.07793,,Black,LI04606
AR00162,B_1,TIABAYA 2,AREQUIPA,AREQUIPA,TIABAYA,"AV. VICTOR A. BELAUNDE MZ. L, LOTE 3, PUEBLO TRADICIONAL PAMPAS NUEVAS ",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.434883,-71.598646,,Clásico,AR00162
AR00486,D_2,TIABAYA URA,AREQUIPA,AREQUIPA,TIABAYA,BOLOGNESI S/N ,URBANO REGIONES,Zona 3,REGIONES,FEE,-16.45077,-71.5897297,,Clásico,AR00486
LI01225,B_2,TIAHUANACO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,"JR. TAHUANTINSUYO N° 1489, MZ. 06, LOTE 38, URB. ZARATE",URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.02587,-76.9905,,Oro,LI01225
CU00038,B_2,TICA TICA,CUSCO,CUSCO,CUSCO,CERRO CRUZ VERDE - NORTE DE CUSCO,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-13.50378,-72.00492,,Oro,CU00038
TA00150,B_3,TICACO,TACNA,TARATA,TICACO,CERRO TICACO,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.44761111,-70.05252778,,Abandonar,TA00150
AN00107,B_2,TICAPAMPA,ANCASH,RECUAY,TICAPAMPA,AV LOS LIBERTADORES S/N,NO URBANO,Zona 2,REGIONES,FEE,-9.7589,-77.4428,,Abandonar,AN00107
CA00619,B_1,TICAPAMPA,CAJAMARCA,CAJABAMBA,CAJABAMBA,JER RAYMONDI C-2-PUEBLO CAJABAMBA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-7.61259,-78.04974,,Oro,CA00619
LI04822,B_2,TIERRA_ROJA,LIMA,LIMA,CARABAYLLO,ASOCIACIÓN PRO VIVIENDA SAN JOSE MZ. K1 LT. 3,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.83174,-77.08397,,Oro,LI04822
LA00066,D_2,TIERRAS BLANCAS_LA,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PAREDONES SECTOR B,NO URBANO,Zona 1,REGIONES,FEE,-6.62338889,-79.3804167,,Abandonar,LA00066
LA00513,D_3,TIERRAS BLANCAS_LA2,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,FUNDO SAN FRANCISCO -  SECTOR JUANA RIOS - CHONGOYAPE,NO URBANO,Zona 1,REGIONES,FEE,-6.62601,-79.4082,Sitio_FITEL,Abandonar,LA00513
LI00530,B_2,TIMORAN,LIMA,LIMA,SAN JUAN DE MIRAFLORES,"AV. JUSTO ARIAS A. MZ. J LT. 29 (AV. PEDRO JOSÉ MIOTTA Nº 666), PARCELA A, URBANIZACIÓN SAN JUAN",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.163881,-76.978776,,Oro,LI00530
PU00292,P_3,TINCOPALCA,PUNO,LAMPA,SANTA LUCIA,CERRO TINCOPALCA,NO URBANO,Zona 3,REGIONES,FEE,-7.15381,-78.51929,,Abandonar,PU00292
TU00002,P_3,PUNTA SAL,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,CERRO PUNTA SAL GRANDE,NO URBANO,Zona 1,REGIONES,FEE,-3.984362,-80.983514,,Abandonar,TU00002
HN00220,B_3,TINGO_NORTE,HUANUCO,LEONCIO PRADO,RUPA-RUPA,MZ O LOTE 3 A.A.V.V. LOS CLAVELES,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-9.28466,-75.9912,,Oro,HN00220
IC00046,B_1,TINGUIÑA,ICA,ICA,LA TINGUIÑA,SECTOR CHANCHAJALLA / VILLA MARÍA Y EL POZO UC 10282,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-14.0373,-75.72546,,Clásico,IC00046
IC00124,B_2,TINQUINA,ICA,ICA,LA TINGUIÑA,PROLONGACION MEXICO #100 TINGUIÃ‘A ALTA ,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-14.033286,-75.69301,,Clásico,IC00124
CU00036,D_1,TINTAYA,CUSCO,ESPINAR,ESPINAR,MINERA XTRATA,NO URBANO,Zona 3,REGIONES,FEE,-14.911,-71.294861,,Abandonar,CU00036
CU00328,B_2,TIPON,CUSCO,QUISPICANCHI,OROPESA,Centro poblado Choquepata,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-13.59118,-71.794648,,Abandonar,CU00328
LI00422,B_2,TIRADO,LIMA,LIMA,LIMA,JR. MONTERO ROSAS 999 SANTA BEATRIZ LIMA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.07411,-77.03399,,Black,LI00422
LI06038,B_2,TIRADO_PARDO,LIMA,LIMA,COMAS,Av. Andrés Avelino Cáceres intersección con Jr. Lavalle,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.92847,-77.03925,,Oro,LI06038
AR00021,D_3,TISUR,AREQUIPA,ISLAY,ISLAY,CENTRAL TÉRMICA - COMPLEJO TISUR,NO URBANO,Zona 3,REGIONES,FEE,-17.00111111,-72.10527778,,Abandonar,AR00021
LI00240,D_2,TITA,LIMA,LIMA,SANTIAGO DE SURCO,AV. LA MERCED 403 - URB. EL ROSAL,URBANO LIMA,Zona 2,LIMA,FEE,-12.129794,-77.009277,,Black,LI00240
LI00659,B_2,TITAN NEW,LIMA,LIMA,ATE, AV. NICOLAS AYLLON 4005 H-21 (CARRETERA CENTRAL) COOPERATIVA DE VIVIENDA DEL SOL DE VITARTE,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.03646,-76.93066,,Oro,LI00659
PU00017,B_3,TITICACA,PUNO,PUNO,PUNO,"AV. CIRCUNVALACIÓN ZONA SUR NRO. 1551, BARRIO SANTA ROSA",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.85218,-70.0193,,Oro,PU00017
MO00157,D_1,TITIRE,MOQUEGUA,MARISCAL NIETO,CARUMAS,Jr. Arequipa S/N CCPP Titire,NO URBANO,Zona 3,REGIONES,FEE,-16.529238888888887,-70.36259722222222,,Abandonar,MO00157
IC00093,B_3,TITO DRAGO,ICA,CHINCHA,GROCIO PRADO,"CARRETERA PANAMERICANA SUR 1420, DISTRITO DE GROCIO PRADO",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-13.4129,-76.1517,,Clásico,IC00093
LI00460,B_2,TIWINZA,CALLAO,CALLAO,CALLAO,"A.H TIWINZA MZ D, LT 12 (POR EL PENAL SARITA COLONIA)",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.020967,-77.13846,,Oro,LI00460
LI00241,D_3,TIZIANO,LIMA,LIMA,SAN BORJA,AV. AVIACIÓN N° 2469 (CRUCE CON AV. JAVIER PRADO),URBANO LIMA,Zona 1,LIMA,FEE,-12.089955,-77.002835,,Black,LI00241
LI05711,B_1,TIZON_Y_BUENO,LIMA,LIMA,JESUS MARIA,Av. Húsares de Junin Cdra. 3  & Av. Horacio Urteaga,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.07717,-77.05128,,Black,LI05711
LA00536,D_1,FERREÑAFE URA,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,NICANOR CARMONA 412 416,URBANO REGIONES,Zona 1,REGIONES,FEE,-6.6392,-79.7886,,Clásico,LA00536
LA00077,B_2,TOCNOPE,LAMBAYEQUE,CHICLAYO,LA VICTORIA,"PROGRAMA MUNICIPAL DE VIVIENDA, PRIMER SECTOR, II PARTE ""LAS QUINTANAS"", CALLE LOS ORFEBRES N° 241",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.79144,-79.84638,,Clásico,LA00077
TU00033,B_2,TOLENTINO,TUMBES,TUMBES,TUMBES,"Urb. José Lishner Tudela, Etapa II, Calle Las Artes, Mz. L Lte. 29, Centro Poblado Andres Araujo Moran",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-3.56735,-80.42304,,Oro,TU00033
LI01686,B_2,TOMAS FAUCETT,CALLAO,CALLAO,CALLAO,AAHH BOCANEGRA MZ. G2 LOTE 12 SECTOR 5,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.02125,-77.1037,,Oro,LI01686
LI01050,B_3,TOMASAL NEXTEL 3,LIMA,LIMA,SANTIAGO DE SURCO,"Jr. Las Colinas frente al predio # 115 esquina Av. Tomasal cdra 06. Distrito de Santiago de Surco. 
",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.11377092,-76.96873172,,Black,LI01050
LI06280,B_2,TOMASAL_LAS_COLINAS_REEM,LIMA,LIMA,SANTIAGO DE SURCO,JR. TAMBO REAL CDRA. 4 & JR. TOMASAL CDRA. 7,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.113598,-76.968926,,Black,LI06280
HN00186,D_2,TOMAYQUICHUA,HUANUCO,AMBO,TOMAYQUICHUA,CERRO PONGA,URBANO REGIONES,Zona 2,REGIONES,FEE,-10.08304,-76.20979,,Abandonar,HN00186
LA00514,D_3,TONGORRAPE (LA CAPILLA),LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CALLE MIRAFLORES S/N MANZANA  A LOTE 10,NO URBANO,Zona 1,REGIONES,FEE,-6.05387,-79.67704,Sitio_FITEL,Abandonar,LA00514
LA00008,B_2,TOPARPA -EX SOANE CHICLAYO-,LAMBAYEQUE,CHICLAYO,LA VICTORIA,HABITACION URBANA MUNICIPAL MZ K LOTE 4-B ,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.78842,-79.836083,,Clásico,LA00008
TA00010,D_3,TOQUEPALA,TACNA,JORGE BASADRE,ILABAYA,CERRO TOQUEPALA - MINERA SOUTHERN TOQUEPALA,NO URBANO,Zona 3,REGIONES,FEE,-17.2666667,-70.6163889,,Abandonar,TA00010
TA00030,B_3,TOQUEPALA S1 UC ,TACNA,JORGE BASADRE,LOCUMBA,"ADYACENTE AL BLOQUE ""H118"" CAMPAMENTO TOQUEPALA ",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.30411,-70.64253,,Abandonar,TA00030
TA00001,B_3,TOQUEPALA URA,TACNA,JORGE BASADRE,ILABAYA,ADYACENTE AL BLOQUE H118 CAMP TOQUEPALA,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.286886,-70.63778,,Abandonar,TA00001
MO00029,D_2,TORATA ,MOQUEGUA,MARISCAL NIETO,TORATA,"CCPP ILUBAYA, CERRO CALVARIO",NO URBANO,Zona 3,REGIONES,FEE,-17.060987,-70.841659,,Abandonar,MO00029
MO00098,B_3,TORATA REP,MOQUEGUA,MARISCAL NIETO,TORATA,COMPLEJO STAFF DE VILLA CUAJONES_ INTERIOR- Centro Poblado Coscore/ Ubicada en Cerro Torata y sirve de enlace entre Botiflaca y UR Torata.,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.07991667,-70.81741667,,Abandonar,MO00098
MO00044,B_3,TORATA URA/CP_TORATA,MOQUEGUA,MARISCAL NIETO,TORATA,CAPITAN BECERRA N 31 / MARISCAL CACERES,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.07641667,-70.84361111,,Abandonar,MO00044
LI05796,B_1,TORIBIO_PACHECO,LIMA,LIMA,MIRAFLORES,"CALLE TORIBIO PACHECO 348, URB. FUNDO SANTA CRUZ",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.115117,-77.045956,,Black,LI05796
PU00369,B_3,TORIBIO_PACHECO_VISCARDO_Y_GUZMAN,PUNO,PUNO,PUNO,JR. TORIBIO PACHECO N° 338 BARRIO CHANU CHANU,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-15.85489,-70.00768,,Oro,PU00369
PU00088,B_2,TORRE TAGLE,PUNO,SAN ROMAN,JULIACA,AV. CIRCUNVALACION # 1926- JULIACA,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-15.48155,-70.13827,,Oro,PU00088
LI00995,B_2,TORRES REAÑO,LIMA,LIMA,SAN MIGUEL,CL FRANCISCO DE ZELA N° 187 URBANIZACION MIRAMAR,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.084965,-77.093434,,Black,LI00995
LL00558,B_2,TORRES_DE_QUEVEDO,LA LIBERTAD,TRUJILLO,TRUJILLO,"PARCELA 1-A, UBIC. PREDIO RURAL QUEVEDO, SECTOR CATASTRAL 18, VALLE SANTA CATALINA, DIST Y PROV. DE TRUJILLO, DEPT. LA LIBERTAD",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.117274,-79.006063,,Black,LL00558
LI06306,B_1,TORRES_PAZ,LIMA,LIMA,LIMA,PARQUE MICAELA BASTIDAS - CALLE MANUEL PINO CDRA. 8,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0776,-77.0309,,Black,LI06306
LI00568,B_2,TORRICO,LIMA,LIMA,LIMA,Av. Tacna 535-539,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.047083,-77.037472,,Black,LI00568
PI00019,D_2,TORTOLA,PIURA,MORROPON,SALITRAL,CENTRO POBLADO TORTOLA,NO URBANO,Zona 1,REGIONES,FEE,-5.32004,-79.84348,,Abandonar,PI00019
LI04569,B_2,TORTUGAS_COLLIQUE,LIMA,LIMA,COMAS,AV. JULIO C. TELLO CDRA. 2 (FRENTE A LA COMISARIA),URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.914489,-77.029144,,Oro,LI04569
LA00515,B_1,TOTORAS,LAMBAYEQUE,FERREÑAFE,INCAHUASI,"ALISUYJUN, CASERIO DE TOTORAS COMUNIDAD CAMPESINA JOSE CARLOS MARIATEGUI",NO URBANO,Zona 1,REGIONES,FEE,-6.11674,-79.37751,Sitio_FITEL,Abandonar,LA00515
AY00399,B_2,TOTORILLA,AYACUCHO,HUAMANGA,JESUS NAZARENO,AA. INTI RAYME CALLE LOS PINOS S/N MZ. D - LOTE 08,URBANO REGIONES,Zona 2,REGIONES,FEE,-13.15667,-74.20944,,Clásico,AY00399
LI00355,B_3,TOTORITAS,LIMA,CAÑETE,MALA,"PLAYA TOTORITAS, KM 81 PANAMERICANA SUR",NO URBANO,Zona 2,LIMA,BAJO DEMANDA,-12.68067,-76.65495,,Clásico,LI00355
LI00193,B_1,TOTTUS ATOCONGO,LIMA,LIMA,SANTIAGO DE SURCO,"MZ B2 LT 3, JR MORRO SOLAR 2522",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.145708,-76.982488,,Black,LI00193
LA00003,B_1,TOTTUS CHICLAYO,LAMBAYEQUE,CHICLAYO,CHICLAYO,"AH. MURO, MZ. 1, LOTE 8, DISTRITO CHICLAYO",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.777179,-79.835142,,Black,LA00003
LI01652,B_2,TOTTUS QUILCA,CALLAO,CALLAO,CALLAO,AV. LIMA 1208 URB. BOCANEGRA,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.027558,-77.093638,,Oro,LI01652
LI04614,B_2,TOURING_LINCE,LIMA,LIMA,LINCE,Interseccion de la Av. Almirante Guisse y la Av. Cesar Vallejo cuadra 5,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.089124,-77.038043,,Black,LI04614
UC00054,B_2,TOWSEND,UCAYALI,CORONEL PORTILLO,YARINACOCHA,CENTRO POBLADO SAN JOSE DE YARINACOCHA MZ 23 LT 07,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-8.338755,-74.601483,,Clásico,UC00054
JU00390,B_1,TRAMPAJASE,JUNIN,TARMA,HUASAHUASI,CERRO TRAMPAJASE,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.3112034,-75.6421765,,Abandonar,JU00390
LL00323,B_1,TRANSPORTE LINEA,LA LIBERTAD,TRUJILLO,TRUJILLO,Av. America Sur S/N (frente al instituto Indoamerica).,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.125924,-79.027467,,Black,LL00323
PI00129,B_3,TRANSVERSAL SULLANA,PIURA,SULLANA,SULLANA,AV. EDUARDO VASQUEZ N° 266,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-4.89552,-80.69122,,Oro,PI00129
MO00017,D_2,TRAPICHE,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CERRO TRAPICHE,NO URBANO,Zona 3,REGIONES,FEE,-17.19455556,-71.04633333,,Oro,MO00017
LL00169,B_2,TRC TJLLO,LA LIBERTAD,TRUJILLO,TRUJILLO,Calle 34  -  Mz E Lote 1 Urb. Covicorti (Av. America Oeste Terminal TRC),URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.106216,-79.045906,,Black,LL00169
LI00635,B_1,TREBOL NEW 1,LIMA,LIMA,LA MOLINA,AV. JAVIER PRADO N° 3650-3654 Y 3656 (URB. JACARANDA II-SECTOR 1),URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.08632,-76.98597,,Black,LI00635
LI01219,B_2,TREBOL NEW 2,LIMA,LIMA,ATE,"AV. CIRCUNVALACIÓN 3127, URB. LINDA VISTA DE MONTERRICO, SECTOR 004, ZONA 01",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.08263,-76.98459,,Oro,LI01219
JU00521,B_2,TRECE_DE_NOVIEMBRE,JUNIN,HUANCAYO,EL TAMBO,AV. 13 DE NOVIEMBRE N° 627,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.063654,-75.21481,,Oro,JU00521
LI00435,B_3,TRES ARCOS,LIMA,HUARAL,HUARAL,AV. CHANCAY 509,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-11.498502,-77.215805,,Oro,LI00435
LA00694,B_2,TRES BATANES,LAMBAYEQUE,LAMBAYEQUE,OLMOS,"CC.PP. TRES BATANES, COMUNIDAD CAMPESINA SANTO DOMINGO DE OLMOS",NO URBANO,Zona 1,REGIONES,FEE,-5.87762332969667,-79.7118151486313,Sitio_FITEL,Oro,LA00694
CA00014,D_1,CHOTA,CAJAMARCA,CHOTA,CHOTA,CERRO LORO,NO URBANO,Zona 1,REGIONES,FEE,-6.549,-78.646,,Clásico,CA00014
